id,rating,tags
122320,800,constructive algorithms|greedy|math
122255,3300,combinatorics|fft|math
122252,2900,combinatorics|dp|trees
122249,2500,constructive algorithms|graphs|shortest paths
122246,2300,data structures|dfs and similar|greedy|trees
122243,1700,combinatorics|dp|math
122240,1600,dfs and similar|divide and conquer|dp|greedy|trees
122172,2500,binary search|data structures|divide and conquer|dp
122169,2400,combinatorics|dfs and similar|implementation|math|trees
122166,1600,hashing|implementation|math
122165,1900,constructive algorithms|games
122164,1200,constructive algorithms|games
122160,800,bitmasks
122095,3000,constructive algorithms|interactive|probabilities
122092,2400,combinatorics|constructive algorithms|math
122089,2200,brute force|constructive algorithms|data structures|math|strings
122088,1600,data structures|greedy
122087,1500,brute force|data structures|dp|greedy
122083,1400,dp|math|number theory
122080,800,constructive algorithms|sortings
122015,2800,brute force|dp|flows|graph matchings
122012,2100,combinatorics|dp|math|probabilities|two pointers
122009,1800,dp|flows|graph matchings|greedy
122006,2000,data structures|greedy|implementation|sortings
122003,900,constructive algorithms|greedy
122000,800,math|number theory
121861,3500,data structures|dp
121858,3200,data structures|divide and conquer
121855,3300,bitmasks|dp
121852,2600,combinatorics|dp|math|probabilities
121849,2400,bitmasks|brute force|dp|probabilities
121846,1600,brute force|data structures|greedy|implementation|trees
121843,1100,constructive algorithms
121840,800,implementation
121692,2700,binary search|constructive algorithms|dp|greedy
121689,2500,constructive algorithms|data structures|dfs and similar|dp|dsu|greedy|implementation|trees
121686,2000,constructive algorithms|interactive
121683,1300,constructive algorithms|math|number theory
121680,1000,constructive algorithms|math|number theory
121618,2200,brute force|dfs and similar|graphs|greedy|implementation|shortest paths
121617,2200,binary search|constructive algorithms|data structures|interactive
121616,1600,binary search|interactive
121612,1400,greedy|math
121609,1200,data structures|hashing|math
121606,1000,constructive algorithms
121603,800,brute force|math|number theory
121600,800,brute force|implementation
121535,3200,bitmasks|brute force|dfs and similar|dp|flows
121532,2700,constructive algorithms|dfs and similar|geometry|graphs|sortings|trees
121529,1600,brute force|dp|implementation|math|two pointers
121526,1400,brute force|data structures|greedy|number theory|sortings
121523,800,dp|math
121520,800,math
121381,3500,dp|geometry
121378,3300,constructive algorithms|flows|graphs
121375,3200,combinatorics|dp|trees
121372,2500,binary search|data structures|implementation|two pointers
121369,1800,dp|graphs|shortest paths
121366,1400,constructive algorithms|dfs and similar|greedy|implementation
121363,1200,constructive algorithms|greedy|sortings
121360,800,greedy|math
121292,2500,combinatorics|dp|math
121289,2100,binary search|data structures|dp|graphs|number theory|two pointers
121286,1700,bitmasks|constructive algorithms|dp|math
121283,1500,bitmasks|brute force|dp|greedy
121280,800,greedy
121224,3400,binary search|data structures|sortings
121221,3500,bitmasks|brute force|data structures|sortings
121218,2700,dfs and similar|graphs|math|number theory
121215,2600,constructive algorithms|dfs and similar|dsu|graphs|greedy|trees
121212,2200,combinatorics|dp|math
121209,1500,greedy|sortings|two pointers
121206,1400,constructive algorithms|data structures|greedy
121203,1000,brute force|geometry|math|number theory
121200,800,constructive algorithms|greedy|math
121132,2700,binary search|graphs|interactive|sortings|two pointers
121129,2000,binary search|data structures|greedy|implementation|sortings
121126,1600,greedy|number theory
121123,1200,bitmasks|combinatorics|math
121120,800,math|number theory
121055,2500,brute force|constructive algorithms|data structures|sortings
121052,2300,combinatorics|constructive algorithms|math|sortings
121049,2000,constructive algorithms|dsu|graphs|greedy|number theory|sortings
121046,1600,dp|matrices
121043,1400,bitmasks|combinatorics|constructive algorithms|math
121040,800,constructive algorithms|implementation
120978,1700,brute force|dp|math|number theory
120975,1900,brute force|dp|greedy|implementation
120972,1600,brute force|greedy|math
120969,1200,constructive algorithms|data structures|greedy
120966,1200,constructive algorithms|implementation|strings
120963,800,implementation
120960,800,brute force|implementation
120898,2700,bitmasks|brute force|data structures|dp|games|two pointers
120895,2700,brute force|data structures|dp|matrices|string suffix structures|strings
120892,2100,combinatorics|dp|greedy|math
120889,1600,brute force|constructive algorithms|graphs|greedy|strings
120886,1100,brute force|data structures|implementation|trees
120883,1100,constructive algorithms|math|number theory
120880,800,greedy
120830,1200,brute force|graphs|implementation
120827,2700,constructive algorithms|math
120824,2700,greedy|interactive|math|probabilities
120821,3200,dp
120818,2100,
120815,2800,
120812,2700,
120809,2100,dp|math|number theory
120806,2900,dfs and similar|graph matchings|graphs
120803,2600,flows|graph matchings|graphs
120800,3100,
120726,1800,dp|greedy
120723,1100,greedy
120720,800,constructive algorithms
120655,3500,brute force|data structures
120652,3100,brute force|constructive algorithms|data structures|dfs and similar|sortings|trees
120649,3000,constructive algorithms|geometry|sortings
120646,2500,bitmasks|brute force|data structures|dfs and similar|dsu|graphs|greedy|trees
120643,1800,binary search|combinatorics|constructive algorithms|implementation
120640,1900,constructive algorithms|greedy|implementation|strings|two pointers
120498,2000,brute force|data structures|dp|greedy|strings
120495,2000,constructive algorithms|graphs|math|shortest paths|sortings
120492,1500,constructive algorithms|implementation
120489,1400,constructive algorithms|data structures|greedy
120486,1000,brute force|implementation|strings
120483,1100,greedy|implementation
120480,800,math
120424,2200,*special
120421,2500,*special
120418,2600,*special|implementation
120415,2200,*special|math
120412,1800,*special|greedy|implementation|shortest paths
120409,1800,*special|number theory
120406,1400,*special|implementation
120403,1600,*special|implementation|number theory
120400,900,*special|implementation|interactive
120323,1200,constructive algorithms|greedy|implementation|math
120320,800,constructive algorithms|strings
120255,3500,constructive algorithms|data structures|divide and conquer|geometry|graphs|implementation
120252,3100,combinatorics|dp|math
120249,2600,2-sat|constructive algorithms|data structures|greedy|sortings|two pointers
120246,2200,binary search|data structures|dp|greedy|shortest paths|sortings|two pointers
120243,1700,constructive algorithms|games|interactive
120240,1600,constructive algorithms|greedy
120083,900,dp|implementation|sortings
120080,800,implementation
120015,3500,dp
120012,3300,binary search|data structures
120009,2900,data structures|sortings|two pointers
120006,2600,bitmasks|brute force|constructive algorithms|greedy|two pointers
120003,2200,binary search|brute force|chinese remainder theorem|math|number theory
120000,1800,brute force|hashing|implementation|math
119938,3100,data structures|graphs|interactive
119935,2400,combinatorics|dfs and similar|dp|trees
119932,2400,combinatorics|dp|math|strings
119929,2100,dp|math|number theory
119926,1500,brute force|data structures|greedy|math
119923,1000,brute force|dp|greedy|implementation
119920,800,combinatorics|constructive algorithms|math
119855,2500,bitmasks|data structures|dfs and similar|dp|games|math|trees
119852,2200,brute force|graphs|greedy|interactive|sortings
119849,2200,dfs and similar|dp|graphs|implementation
119846,1600,brute force|data structures|dp
119843,1300,binary search|bitmasks|data structures|greedy
119840,800,brute force|math
119774,2500,data structures|dp|greedy|math|number theory|two pointers
119773,1700,data structures|dp|greedy|math|number theory|two pointers
119769,2500,bitmasks|dp|graphs|number theory
119768,1600,constructive algorithms|math
119767,1200,constructive algorithms|math
119763,1200,constructive algorithms|greedy|math
119760,800,brute force|data structures|greedy|sortings
119683,1100,math
119680,900,brute force|constructive algorithms|greedy|strings
119615,3300,constructive algorithms|data structures|dp|graphs|trees
119612,3200,brute force|data structures|greedy|implementation
119609,2600,combinatorics|dfs and similar|graphs|math|shortest paths|trees
119606,2300,constructive algorithms|graphs
119603,1900,games|greedy
119600,1200,geometry|greedy|math|sortings
119535,2900,brute force|constructive algorithms|dfs and similar|graphs|implementation
119532,2400,constructive algorithms|data structures|graphs|hashing
119529,2300,constructive algorithms|data structures|dfs and similar|divide and conquer|dsu|greedy|sortings|trees
119526,1900,binary search|dp|greedy|implementation|two pointers
119523,1400,bitmasks|brute force|greedy|implementation
119520,900,bitmasks|brute force|implementation
119455,2600,bitmasks|interactive|number theory
119452,2600,bitmasks|constructive algorithms|greedy|math|strings|two pointers
119449,2100,brute force|data structures|hashing|implementation|math|number theory|sortings|two pointers
119446,2000,binary search|brute force|constructive algorithms|greedy|strings
119443,1300,brute force|implementation
119440,800,constructive algorithms|greedy
119372,2500,brute force|constructive algorithms|dfs and similar|greedy|implementation
119369,1900,bitmasks|constructive algorithms|greedy|math
119366,1500,binary search|data structures|dp|greedy|two pointers
119363,1100,data structures|greedy|math
119360,800,math
119304,3500,brute force|data structures
119301,3400,data structures|trees
119298,2800,constructive algorithms|graphs|math
119295,2700,binary search|constructive algorithms|interactive
119292,2400,brute force|dfs and similar|divide and conquer|number theory|trees
119289,1800,bitmasks|constructive algorithms|dp|greedy|math
119286,1700,brute force|data structures|dp|greedy|implementation
119283,1200,brute force|math
119280,800,brute force|greedy|implementation
119218,1900,binary search|data structures|math
119215,1500,binary search|data structures|greedy|math|sortings
119212,1400,binary search|data structures|greedy
119209,1200,dfs and similar|divide and conquer|implementation
119206,1100,binary search|brute force|brute force|math
119203,1000,brute force|constructive algorithms|math
119200,800,greedy|math
119067,3100,*special|data structures|fft|math
119064,3100,*special|flows
119061,2800,*special|combinatorics|data structures
119058,2500,*special|data structures|greedy|number theory
119055,2300,*special|*special|binary search|data structures
119052,2200,*special|data structures|dp
119049,1900,*special|binary search|greedy
119046,1900,*special|binary search|brute force|math
119043,1800,*special|greedy
119040,900,*special|math
118978,2700,combinatorics|dp|fft|math
118975,2900,dp|greedy|shortest paths
118972,2000,brute force|data structures|graphs|greedy|implementation|sortings|two pointers
118969,1500,binary search|brute force|math|number theory
118966,1500,brute force|constructive algorithms|dfs and similar|graphs|greedy|implementation|math
118963,1200,math|number theory
118960,800,implementation|sortings
118895,2600,combinatorics|data structures|dfs and similar|dp|trees
118892,2200,binary search|brute force|constructive algorithms|dp|flows|graphs|shortest paths
118889,2100,binary search|data structures|dp
118888,1900,binary search|interactive
118887,1600,binary search|interactive
118883,1500,binary search|geometry|shortest paths|sortings
118880,900,greedy|implementation
118815,2400,combinatorics|data structures|dp|sortings
118812,2500,dfs and similar|dp|greedy|trees
118809,2200,constructive algorithms|graphs|math|number theory
118806,1700,binary search|brute force|math|number theory
118803,1200,dp|implementation|math
118800,1000,brute force|greedy|math|number theory
118581,3400,data structures|string suffix structures|trees
118578,3200,binary search|interactive
118575,2400,graphs|shortest paths
118572,2100,data structures|divide and conquer|dp
118569,1900,data structures|dsu|implementation|shortest paths
118566,1600,brute force|constructive algorithms|greedy|implementation
118563,1500,implementation|math
118560,800,math
118495,3100,dp|greedy|trees
118492,2500,data structures|dp|greedy
118489,2000,brute force|constructive algorithms|graphs|greedy|implementation
118486,1600,brute force|constructive algorithms|greedy
118483,1100,brute force|greedy|implementation
118480,800,greedy|strings
118403,900,greedy|implementation|sortings
118400,800,games|greedy|strings
118332,3500,dp|fft|math|number theory|probabilities
118329,2900,binary search|bitmasks|brute force|data structures|probabilities|trees
118326,2500,bitmasks|constructive algorithms
118325,2100,constructive algorithms|data structures|dp|greedy|implementation
118324,1900,constructive algorithms|data structures|dp|greedy|implementation
118320,1700,binary search|interactive|ternary search
118246,1700,implementation|math|sortings
118243,1100,brute force|dp|greedy|math
118240,800,brute force|greedy
118175,3500,combinatorics|fft|math|probabilities
118172,3300,data structures|greedy
118169,2800,constructive algorithms|dfs and similar|graphs
118166,2200,constructive algorithms|geometry|greedy|math|sortings
118163,1900,data structures|greedy
118160,1800,constructive algorithms|math|number theory
118098,3100,data structures|hashing|sortings|two pointers
118095,3000,binary search|data structures|dp
118092,2300,bitmasks|data structures|dfs and similar|graphs|hashing|sortings|strings
118089,1700,dfs and similar|dp|dsu|implementation
118086,1600,dp|graphs|greedy
118083,1300,binary search|brute force|greedy|math
118080,1000,binary search|constructive algorithms|greedy|math
118018,1900,dp|math|number theory|sortings
118015,1900,2-sat|brute force|constructive algorithms
118012,1600,combinatorics|math|sortings
118009,1800,binary search|dp|sortings|two pointers
118006,1400,combinatorics|graphs|math
118003,900,brute force|dp|math
118000,900,math|number theory
117935,3000,dp|math|matrices
117932,2500,constructive algorithms|greedy
117929,2200,data structures|dp|greedy|math
117926,1700,brute force|constructive algorithms|data structures|greedy|implementation|sortings
117923,1000,binary search|constructive algorithms|greedy|math|number theory
117920,800,greedy
117858,2800,combinatorics|dp|fft|math
117855,2700,flows|math
117852,2400,graphs|shortest paths
117849,1700,data structures|dp|implementation|strings
117846,1500,constructive algorithms|math
117843,1000,brute force|math|number theory|strings
117840,800,greedy|implementation|math|sortings
117778,2100,dfs and similar|dp|graphs|shortest paths
117775,2100,brute force|dp|graph matchings|greedy|sortings
117772,1700,binary search|data structures|dp|sortings|two pointers
117769,1200,dp|games|greedy|sortings
117766,1100,dp|graphs
117763,800,dp|greedy|math
117760,800,greedy|math
117683,1100,brute force|greedy|implementation|math
117680,900,greedy|math|number theory
117615,3500,divide and conquer
117612,3200,binary search|combinatorics|data structures|dp|graphs|implementation|two pointers
117609,2200,constructive algorithms|dfs and similar|graph matchings|graphs|greedy
117606,2500,binary search|brute force|constructive algorithms|interactive
117603,1900,bitmasks|graphs|hashing|math|number theory
117600,1300,binary search|dp|greedy|sortings|two pointers
117535,2600,binary search|data structures|greedy
117532,2400,bitmasks|brute force|hashing|string suffix structures|strings|two pointers
117529,1700,brute force|constructive algorithms|math|number theory
117526,1600,dp|greedy|implementation|two pointers
117523,1000,dp|greedy
117520,1000,constructive algorithms|greedy
117479,900,greedy|implementation
117476,2300,data structures|graphs|implementation
117473,2700,binary search|greedy|math|number theory
117470,1600,brute force|implementation
117467,1800,dsu|graphs|greedy
117464,2500,geometry|implementation|math
117461,2200,constructive algorithms|greedy|math
117458,2500,binary search|geometry
117455,1700,geometry|hashing|number theory
117452,800,greedy
117449,1700,binary search|sortings
117446,1400,data structures|implementation
117443,2900,data structures|dsu
117440,2200,data structures|dp|greedy
117372,2500,data structures|dfs and similar|dp|trees
117369,2200,combinatorics|dp|math
117366,1900,constructive algorithms|greedy
117363,1700,brute force|implementation
117360,900,constructive algorithms|greedy|math
117304,3400,binary search|data structures|data structures|interactive
117301,3300,combinatorics|dp|graphs|greedy|math
117298,2600,combinatorics|divide and conquer|hashing|math|string suffix structures|strings
117295,2100,bitmasks|dfs and similar|dsu|graphs|greedy|math|sortings
117292,1800,bitmasks|brute force|math
117289,1500,data structures|greedy|sortings|trees
117286,1300,dp|greedy|strings
117283,800,dp|greedy
117280,800,brute force|geometry|math
117135,3500,data structures|trees
117055,3100,bitmasks|dp|math
117052,2400,constructive algorithms|dfs and similar|dsu|graphs|implementation|sortings|trees
117049,1900,binary search|constructive algorithms|greedy|two pointers
117046,1800,implementation
117043,1400,bitmasks|constructive algorithms|greedy
117040,1100,binary search|math
116975,1800,binary search|data structures|greedy
116974,1700,binary search|combinatorics|implementation|math|sortings|two pointers
116973,1500,binary search|combinatorics|math|sortings|two pointers
116969,1400,greedy|math|number theory
116966,900,brute force|greedy|math
116963,800,dp|implementation|strings
116960,800,implementation|two pointers
116895,2700,constructive algorithms|dp|greedy
116892,2200,brute force|graphs|greedy|implementation|math
116889,1600,binary search|brute force|data structures|divide and conquer|implementation|sortings
116886,1500,dp|math|probabilities
116883,1400,brute force|dp|implementation
116880,800,constructive algorithms|greedy
116723,1300,dp|math
116720,800,math|probabilities
116655,3500,data structures|trees
116652,3100,data structures|games
116649,3100,data structures|graphs|greedy
116646,2700,math|matrices
116643,2000,dp
116640,1600,math|number theory
116492,3500,dp|greedy
116418,2900,data structures|dp
116415,2800,dp|greedy
116412,2400,brute force|constructive algorithms|flows|geometry|greedy|implementation|math|ternary search
116409,1600,dp|greedy|sortings
116406,1100,constructive algorithms|games|math
116403,1200,constructive algorithms|math
116400,800,math|number theory
116335,2100,binary search|data structures|greedy|two pointers
116332,2000,combinatorics|dfs and similar|graphs|trees
116329,1300,constructive algorithms|math|number theory
116326,1200,greedy|implementation
116323,800,implementation
116320,800,constructive algorithms|probabilities
116255,2700,dp
116252,2300,binary search|dfs and similar|dp|greedy|trees
116249,1900,brute force|constructive algorithms|greedy|math|probabilities
116246,1700,greedy|implementation
116243,1400,constructive algorithms|implementation
116240,800,implementation
116178,2700,data structures|dfs and similar|greedy|trees
116175,2900,constructive algorithms|greedy
116172,2500,brute force|dp|greedy|sortings|two pointers
116169,1600,combinatorics|dp|math
116166,800,greedy
116163,1400,binary search|greedy|math|sortings
116160,800,math
116095,2700,constructive algorithms|games
116094,2300,bitmasks|constructive algorithms|interactive|math
116093,2000,bitmasks|constructive algorithms|interactive|math
116089,1700,games|geometry|math
116086,1400,dp|greedy|hashing|implementation|strings
116083,900,dp|greedy|implementation|strings
116080,800,greedy|math
116023,3300,combinatorics|implementation|math
116022,2900,combinatorics|fft|math
116018,3500,bitmasks|dp|trees
116015,2400,constructive algorithms|greedy
116012,2700,constructive algorithms|dfs and similar|graphs|shortest paths
116009,1800,binary search|data structures|greedy|implementation|two pointers
116008,2300,constructive algorithms|math
116007,2100,constructive algorithms|math
116003,1000,brute force|geometry|greedy
116000,800,constructive algorithms|sortings
115763,1000,greedy|math
115760,800,constructive algorithms|math
115695,3200,binary search|data structures|geometry
115692,3500,constructive algorithms|dfs and similar
115691,3000,data structures|greedy|two pointers
115690,2600,data structures|greedy
115686,2100,binary search|bitmasks|data structures|divide and conquer|dp|trees
115683,1800,dp|strings
115680,1300,constructive algorithms|greedy|sortings
115603,900,greedy|math
115600,800,greedy|sortings
115532,3500,brute force|dfs and similar|dp|interactive|trees
115529,2900,constructive algorithms|dp|geometry
115526,2500,data structures|dfs and similar|dsu|graphs
115523,1900,combinatorics|math|sortings
115520,1500,brute force|math|number theory
115452,2400,brute force|math|two pointers
115446,1400,binary search|greedy|sortings
115443,1300,dp|greedy|math|sortings
115440,800,constructive algorithms|math
115375,3400,games|interactive
115372,3000,binary search|constructive algorithms|dfs and similar|dp|greedy|trees
115369,2800,data structures|divide and conquer|dp|greedy
115366,2400,dfs and similar|graphs|greedy|shortest paths
115363,1800,combinatorics|data structures|dsu|greedy|implementation
115360,1800,constructive algorithms|dp|greedy
115203,900,greedy|math
115200,800,implementation|math
115132,3500,bitmasks|data structures|games|trees
115129,3100,combinatorics|dp|fft
115126,2600,binary search|data structures|divide and conquer|greedy|implementation
115123,2600,constructive algorithms|data structures|graphs
115122,1900,constructive algorithms|graphs|greedy|implementation
115121,1500,constructive algorithms|implementation
115055,3000,interactive|probabilities|trees
115052,2500,binary search|bitmasks|brute force|constructive algorithms|divide and conquer|two pointers
115049,2200,bitmasks|constructive algorithms|math
115046,2000,2-sat|chinese remainder theorem|constructive algorithms|fft|flows
115043,1000,constructive algorithms|data structures|greedy|sortings
115040,800,constructive algorithms|implementation
114978,2600,data structures|string suffix structures|strings|trees
114975,2600,combinatorics|dp|math|two pointers
114972,2200,binary search|constructive algorithms|data structures|dp|implementation
114969,1600,graphs|greedy|shortest paths|trees
114966,1800,dp|flows|graph matchings|greedy|math|sortings
114963,1200,constructive algorithms|greedy
114960,800,brute force|constructive algorithms|greedy|math
114895,2800,combinatorics|math|number theory
114892,2400,binary search|data structures|two pointers
114889,1900,binary search|dfs and similar|graphs|greedy|trees
114886,1500,binary search|combinatorics
114883,900,constructive algorithms|math
114880,800,math
114732,3500,dsu|games
114658,2100,brute force|graphs|shortest paths
114655,2100,dp
114652,1300,combinatorics|math
114649,1200,constructive algorithms|dfs and similar
114646,900,constructive algorithms|greedy
114643,800,greedy|implementation
114640,800,implementation|math
114507,3400,*special|dp
114504,2900,*special|strings
114501,2600,*special|brute force|greedy|two pointers
114498,2100,*special|dp|games|greedy
114495,2100,*special|binary search|greedy
114492,2000,*special
114489,1500,*special|greedy
114486,1600,*special|implementation
114483,1400,*special|implementation|two pointers
114480,800,*special
114418,2600,bitmasks|dfs and similar|dp|flows|graphs|math
114415,2600,dp|greedy
114412,1900,data structures|greedy|strings
114409,1700,binary search|data structures|greedy|two pointers
114406,1000,constructive algorithms|data structures|greedy|implementation|math
114403,800,greedy|implementation|sortings
114400,900,brute force|constructive algorithms|math
114261,3500,binary search|interactive
114260,3000,dp|greedy
114259,2900,dp|greedy
114255,2400,binary search|data structures|divide and conquer|dp|two pointers
114252,2200,binary search|data structures|greedy|math|sortings
114249,1900,constructive algorithms|greedy|implementation
114246,1100,brute force|data structures|greedy|strings
114243,1200,graphs|implementation
114240,800,math
114181,3500,binary search|games|geometry|ternary search
114178,3300,flows|graphs
114175,3200,data structures|greedy|trees
114172,2500,bitmasks|constructive algorithms|math|matrices|number theory
114169,2000,constructive algorithms|implementation
114166,2000,dp
114163,1400,greedy|implementation|sortings
114160,900,math|sortings
114095,2000,combinatorics|dp|strings
114092,1800,brute force|constructive algorithms|flows|greedy|math
114089,1500,constructive algorithms|data structures|greedy|sortings
114086,1100,binary search|constructive algorithms|math
114083,900,implementation
114080,800,implementation|math
114024,2800,data structures
114021,1300,constructive algorithms
114015,1400,interactive
114012,2200,greedy|implementation
114009,2300,combinatorics|dp|math
114006,3100,math
114003,2600,divide and conquer|dp
114000,1400,games|greedy
113956,2200,graphs|sortings
113938,1300,data structures|sortings
113879,3500,
113876,2800,interactive
113873,2600,meet-in-the-middle
113870,1600,binary search|math|number theory|two pointers
113867,2400,bitmasks|constructive algorithms|dp|math
113864,3000,bitmasks
113861,2500,data structures|divide and conquer|dsu|graphs
113858,3500,data structures
113855,2700,math
113852,2700,geometry
113849,3100,
113846,3500,divide and conquer|graphs|trees
113843,1900,binary search|flows|graph matchings|graphs
113840,3500,
113775,2700,data structures|math|number theory
113772,2700,dp|greedy|implementation|strings
113769,2300,graphs|shortest paths|sortings
113766,1700,combinatorics|dp|math
113763,1300,greedy|implementation|math
113760,800,geometry|math
113692,2700,brute force|dp|implementation
113689,1900,brute force|constructive algorithms|greedy|implementation|math|shortest paths
113686,1400,constructive algorithms|strings
113683,1100,constructive algorithms|implementation
113680,800,bitmasks|greedy|math
113612,2500,dp|greedy
113609,1800,combinatorics|data structures|sortings
113608,2100,data structures|divide and conquer|dp|greedy|implementation
113607,1300,constructive algorithms|dp|greedy
113603,1200,bitmasks|math
113600,900,math|sortings
113535,2800,binary search|data structures|dfs and similar|dsu|graphs|implementation
113532,2100,constructive algorithms|implementation|math|number theory
113531,1500,binary search|brute force|constructive algorithms|greedy|sortings|two pointers
113530,1000,binary search|constructive algorithms|greedy|sortings
113526,1500,greedy|implementation|math
113523,1200,brute force|constructive algorithms|greedy|implementation|math
113520,900,games|greedy|implementation
113458,2500,data structures|divide and conquer|hashing|two pointers
113455,3000,data structures|math|number theory|two pointers
113452,2400,binary search|combinatorics|probabilities
113449,2100,data structures|implementation
113446,1500,dp|graphs|greedy|shortest paths
113443,1300,greedy|sortings
113440,1000,math
113363,1100,greedy|math|sortings
113360,800,greedy|math
113295,3300,flows|graph matchings|greedy|implementation
113292,3200,binary search|data structures|dp|greedy
113289,2600,data structures|dsu|graphs|implementation|trees
113286,2000,bitmasks|data structures|divide and conquer|dp|greedy|math|sortings|strings|trees
113283,2000,constructive algorithms|greedy|math
113280,1500,binary search|data structures|implementation|two pointers
113215,2900,dp
113212,2200,constructive algorithms|greedy|math
113209,2000,bitmasks|brute force|constructive algorithms
113206,1400,brute force|dp|implementation
113203,1100,brute force|brute force|greedy
113200,800,brute force|math
113055,2800,data structures|trees
113052,2100,greedy|math|ternary search
113049,1700,data structures|greedy|implementation
113046,1900,binary search|brute force|dp|implementation|sortings|two pointers
113043,1100,implementation
113040,800,constructive algorithms|math
112898,2700,bitmasks|games|math|matrices
112895,3000,greedy|math
112892,2300,bitmasks|greedy|math|strings
112889,2100,brute force|greedy|implementation|strings
112886,1700,dfs and similar|dsu|graphs
112883,1000,brute force|number theory
112880,800,implementation
112735,2100,dp|strings
112732,1800,binary search|dp|sortings|two pointers
112729,1500,greedy|math
112726,1200,brute force|math|number theory
112723,1100,brute force|greedy|math
112720,800,greedy|math
112664,3200,dp|math
112661,3300,binary search|data structures|flows|greedy
112658,2700,combinatorics|dp|dsu|fft|graphs|trees
112655,2300,constructive algorithms|divide and conquer
112652,2400,data structures|dsu|graphs|greedy|sortings|trees
112649,2000,binary search|brute force|data structures|dp|implementation|sortings|two pointers
112646,1500,binary search|dp|implementation|math|two pointers
112643,1400,constructive algorithms|greedy|math
112640,800,constructive algorithms
112572,2500,constructive algorithms|dfs and similar|dp|graphs|greedy|shortest paths
112569,2200,data structures|dp|graphs
112566,1600,constructive algorithms|interactive|math|two pointers
112563,1300,brute force|greedy|math|number theory
112560,1100,constructive algorithms|math
112492,2600,interactive|math|number theory
112489,2200,constructive algorithms|data structures|greedy|math
112486,1700,constructive algorithms|dfs and similar|graphs|trees
112483,1200,brute force|dp|greedy|implementation|sortings
112480,900,greedy|implementation|math
112403,1000,constructive algorithms|implementation
112400,800,constructive algorithms
112332,2800,flows|graph matchings|graphs
112329,2800,constructive algorithms|dfs and similar|interactive|math|number theory
112326,2300,binary search|constructive algorithms|data structures|greedy|two pointers
112323,1900,dfs and similar|dp|games|trees
112320,1500,implementation|strings
112246,3200,*special|combinatorics|dp|implementation|math
112243,2300,*special|data structures|dfs and similar|graphs|trees
112240,2400,*special|2-sat|binary search|data structures|graphs|interactive|sortings|two pointers
112166,2600,*special|combinatorics|dfs and similar|dp|games|graphs|matrices|trees
112163,2900,*special|geometry|sortings
112160,1800,*special|data structures|dsu|implementation|math|sortings
112095,2400,binary search|bitmasks|data structures
112092,2400,data structures|geometry|implementation|sortings
112089,1800,dfs and similar|dp|greedy|implementation|math|number theory|sortings|trees
112086,1300,constructive algorithms|math|number theory|sortings
112083,1100,constructive algorithms|greedy|math
112080,900,constructive algorithms|math
112018,2600,bitmasks|brute force|combinatorics|dp|dsu|math|two pointers
112015,2800,brute force|dfs and similar|dp|string suffix structures|strings
112012,2200,data structures|divide and conquer|dp|greedy
112009,1900,brute force|combinatorics|data structures|math|two pointers
112006,1500,2-sat|brute force|constructive algorithms|greedy
112003,1700,brute force|greedy|math
112000,800,constructive algorithms|strings
111935,2300,data structures|dp|graphs|sortings
111934,2200,binary search|dfs and similar|greedy|sortings|trees|two pointers
111933,2000,data structures|dfs and similar|greedy|trees
111929,1500,constructive algorithms|data structures|greedy|implementation
111926,1200,brute force|greedy|two pointers
111923,800,greedy
111920,800,greedy|sortings
111858,2600,bitmasks|fft|math|number theory
111855,2500,binary search|data structures|dp|greedy|two pointers
111852,2200,binary search|data structures|greedy|implementation|math|sortings
111849,1800,dp|greedy|sortings
111846,1600,data structures|dp|math
111843,800,games|greedy|sortings
111840,800,geometry|math
111763,1500,brute force|math|number theory|sortings
111760,800,greedy|strings
111692,3200,constructive algorithms|dfs and similar|trees
111689,3300,data structures|sortings|two pointers
111686,2300,dp|greedy|implementation
111683,1800,brute force|constructive algorithms|games|greedy
111680,1600,constructive algorithms|greedy|number theory
111606,1600,bitmasks|brute force|dp|greedy
111603,1100,constructive algorithms
111600,1000,brute force|math
111532,3500,strings
111529,2800,dp|greedy|sortings|trees
111526,2600,binary search|geometry|ternary search
111523,2300,brute force|dfs and similar|graphs|hashing
111520,1800,dp|greedy|sortings|two pointers
111454,3200,dp|hashing|implementation|string suffix structures|strings|two pointers
111453,2800,dp|hashing|implementation|string suffix structures|strings
111449,2100,dfs and similar|dp|implementation|shortest paths
111446,1700,constructive algorithms|greedy|math|sortings
111443,1400,constructive algorithms|data structures|greedy|implementation
111440,800,greedy|math
111384,3300,fft|graphs|math
111381,3000,combinatorics|dp|math|probabilities
111378,2900,bitmasks|dfs and similar|dp|math|shortest paths
111375,2400,binary search|constructive algorithms|data structures|greedy|math
111372,2100,bitmasks|constructive algorithms|interactive|math
111369,1700,dp|greedy
111366,1200,greedy|implementation
111363,800,implementation|math
111360,800,greedy|math
111292,2600,constructive algorithms|dfs and similar|graphs|greedy|trees
111289,2000,bitmasks|brute force|constructive algorithms|dp|greedy|implementation
111286,1500,combinatorics|dp|graphs|math
111283,800,brute force|greedy|implementation
111280,800,constructive algorithms|math
111138,2800,dfs and similar|dp|graphs|trees
111135,2600,data structures|dp|graph matchings|sortings
111132,2200,math|number theory
111129,2100,brute force|greedy|implementation|math
111126,1500,brute force|dp|greedy|two pointers
